*Item,Descr,UDC_SEQ_ITEM,UDC_ARTT2,UnitPrice,UDC_ARTT1,UDC_CF_G1,UDC_CF_G2,UDC_CF_G3,UDC_CF_G4,UDC_CF_G5
3455045,Sua chua yen 100ml-HTH,170,CBNC,"13,200.000",,,G2,G3,G4,G5_NQ
3456048,Banh tam bi 500g-SAUTHANH,5,CBNC,"8,800.000",,,,G3,G4,G5_NQ
3456049,Ga say r.bien vi toi ot kg-TNP,238,CBNC,"419,000.000",,,,,,G5_NQ
3457604,Banh d.do H.KIM T.Luong hg150g,374,CBNC,"33,000.000",,,,,,G5_NQ
3457682,Hu tieu tuoi kg-STHANH,6,CBNC,"25,000.000",,,,,,G5_NQ
3458651,Ot say kho 50g-NT,130,CBNC,"10,000.000",,,,,,G5_NQ
3458652,Nghe bot 50g-NT,131,CBNC,"11,000.000",,,,,,G5_NQ
3458655,Hat dieu kho 50g-NT,132,CBNC,"10,000.000",,,,,,G5_NQ
3460395,SANDOCHI nhans.chua20g(tui10c),188,CBNC,"40,000.000",,G1,G2,G3,G4,G5_NQ
3460396,SANDOCH nhan phomai20g(tui10c),189,CBNC,"40,000.000",,G1,G2,G3,G4,G5_NQ
3464310,Che bo luong 250g-LHP,391,CBNC,"13,500.000",,,,,,G5_NQ
3464311,Banh da lon 100g-LHP,383,CBNC,"7,600.000",,,,,,G5_NQ
3464312,Banh bo 200g-LHP,384,CBNC,"10,200.000",,,,,,G5_NQ
3464313,Banh khoai mi nuong 100g-LHP,385,CBNC,"8,500.000",,,,,,G5_NQ
3464314,Banh quy nhan dua 100g-LHP,389,CBNC,"12,000.000",,,,,,G5_NQ
3464315,Banh dau xanh nuong 100g-LHP,386,CBNC,"8,500.000",,,,,,G5_NQ
3473360,Rau mop chua kg TNP,249,CBNC,"79,000.000",,,,,,G5_NQ
3473364,Cu cai muoi 200g-NT,133,CBNC,"22,000.000",,G1,G2,G3,G4,G5_NQ
3474088,Banh pia Kim Sa dau-mon TL480g,375,CBNC,"84,000.000",,,,,,G5_NQ
3478343,B.trang nuong tom sieu cay 80g,56,CBNC,"15,150.000",,,,,,G5_NQ
3478344,B.trang nuong dua sua 60g,57,CBNC,"15,150.000",,,,,,G5_NQ
3478345,B.trang nuong tom cay 80g,58,CBNC,"15,150.000",,,,,,G5_NQ
3478346,B.trang me nuong 120g,59,CBNC,"15,150.000",,,,,,G5_NQ
3478347,Song khoai ngu vi 40g,60,CBNC,"16,400.000",,,,,,G5_NQ
3481115,Cha muc hap 200g-NT,150,CBNC,"53,000.000",,,,G3,G4,G5_NQ
3486348,Lap xuong trung muoi TNP kg,239,CBNC,"250,000.000",,,,,,G5_NQ
3492931,Sua gao lut OHSAWA 568ml,322,CBNC,"18,500.000",,,,G3,G4,G5_NQ
3493375,Sua hat sen Dang Khoi 330ml,328,CBNC,"13,800.000",,,G2,G3,G4,G5_NQ
3493376,Sua bap Dang Khoi 330ml,329,CBNC,"12,500.000",,,G2,G3,G4,G5_NQ
3493938,Bun tuoi TNP 500g,246,CBNC,"7,500.000",,,,,,G5_NQ
3494711,Trung ga xong khoi(2T/hop)-VTD,272,CBNC,"9,500.000",,,,G3,G4,G5_NQ
3495869,Kho ca bo tam D.Diep hu 150g,295,CBNC,"63,500.000",,,,,,G5_NQ
3495870,Kho muc tam cay D.Diep hu 150g,296,CBNC,"73,500.000",,,,,,G5_NQ
3498912,Sua dau nanh SOYA 568ml,324,CBNC,"18,500.000",,,,,,G5_NQ
3498913,BanhKaro trungtuoi chbong6x26g,331,CBNC,"24,000.000",,G1,G2,G3,G4,G5_NQ
3499491,Che duong nhan 330ml-HTH,173,CBNC,"18,000.000",,,G2,G3,G4,G5_NQ
3499492,Suon chay say me 100g,61,CBNC,"31,500.000",,,,,,G5_NQ
3499493,Kho bo chay sa ot 50g,62,CBNC,"37,950.000",,,,G3,G4,G5_NQ
3499512,Banh trong vi la gai 75g,196,CBNC,"6,182.000",,,,,,G5_NQ
3503428,Ruoc kho kg-ANP,119,CBNC,"253,000.000",,,,,,G5_NQ
3503826,Bun tuoi xoan oc 400g-SAUTHANH,7,CBNC,"8,500.000",,,,G3,G4,G5_NQ
3504846,Cu cai muoi 500g-NT,134,CBNC,"45,000.000",,,,,,G5_NQ
3504847,Sua dau tr.chau ciao 270ml-MKX,323,CBNC,"14,000.000",,,,,,G5_NQ
3504848,Ca khoai say tam me 100g-DD,297,CBNC,"37,800.000",,,,,,G5_NQ
3504849,Ca lu du say toi 100g-DD,298,CBNC,"37,800.000",,,,,,G5_NQ
3504850,Ca mai sot chanh 100g-DD,299,CBNC,"46,200.000",,,,,,G5_NQ
3504851,Ca com sua 100g-DD,300,CBNC,"43,848.000",,,,,,G5_NQ
3506740,TPDD vi mat ong 250g-PGP,63,CBNC,"110,000.000",,,,,,G5_NQ
3506741,TPDD vi tra xanh 250g-PGP,64,CBNC,"110,000.000",,,,,,G5_NQ
3506742,TPDD vi chocolate 250g-PGP,65,CBNC,"110,000.000",,,,,,G5_NQ
3507279,Banh dau xanh tuoi 210g-BM,197,CBNC,"23,148.000",,,G2,G3,G4,G5_NQ
3507734,Banh d.do H.KIM TL s.rieng300g,376,CBNC,"60,000.000",,,,,,G5_NQ
3508922,Tau hu t.chau d.den 200g-HTH,171,CBNC,"14,300.000",,,,,,G5_NQ
3508923,Banh pia k.sa thanhlong160g-NT,135,CBNC,"29,000.000",,,,,,G5_NQ
3508924,Banh pia k.sa me den 160g-NT,136,CBNC,"29,000.000",,,,,,G5_NQ
3508925,Banh pia k.sa dau xanh 160g-NT,137,CBNC,"29,000.000",,,,,,G5_NQ
3508926,Banh pia k.sa la dua 160g-NT,138,CBNC,"29,000.000",,,,,,G5_NQ
3508927,Banh pia mini chay 130g-NT,139,CBNC,"20,000.000",,G1,G2,G3,G4,G5_NQ
3508928,Banh pia mini 1trung 130g-NT,140,CBNC,"22,000.000",,G1,G2,G3,G4,G5_NQ
3510207,Banh mi hoa cuc 330g,347,CBNC,"45,000.000",,G1,G2,G3,G4,G5_NQ
3510996,B.pia s.rieng hh mini TL12x40g,377,CBNC,"84,000.000",,,,,,G5_NQ
3511670,Trung cut luoc(20trung)-VTD,273,CBNC,"16,000.000",,,G2,G3,G4,G5_NQ
3511671,Trung ga tiem vicay(2T/goi)VTD,274,CBNC,"8,800.000",,G1,G2,G3,G4,G5_NQ
3516279,Banh t.tuoi cb karo PM.HK6x26g,332,CBNC,"24,000.000",,G1,G2,G3,G4,G5_NQ
3516619,Hanh nhan dinh duong 250g-PGP,66,CBNC,"110,000.000",,,,,,G5_NQ
3519570,Mia thanh diu Dang Khoi 500g,330,CBNC,"20,000.000",,,G2,G3,G4,G5_NQ
3521830,Banh tai heo bo cay 200g-PGP,67,CBNC,"23,500.000",,,,G3,G4,G5_NQ
3523246,Com chay cha bong chay100g-DD,301,CBNC,"26,250.000",,,,,,G5_NQ
3523247,Dua leo rung chua ngot200g-TNP,257,CBNC,"15,000.000",,,,,,G5_NQ
3523248,Lap xuong pho mai kg-TNP,240,CBNC,"270,000.000",,,,,,G5_NQ
3523249,S.sam s.sao hatchia 300g-CANA,349,CBNC,"11,600.000",,G1,G2,G3,G4,G5_NQ
3523250,Suong sao hatchia 300g-CANA,350,CBNC,"11,600.000",,G1,G2,G3,G4,G5_NQ
3523251,Suong sam hatchia 300g-CANA,351,CBNC,"11,600.000",,G1,G2,G3,G4,G5_NQ
3525338,Suon non chay lua mach kg-PGP,68,CBNC,"268,000.000",,,,G3,G4,G5_NQ
3525339,Suon ong chay lua mach kg-PGP,69,CBNC,"268,000.000",,,,,,G5_NQ
3525340,Ga vien chay kg-PGP,70,CBNC,"244,200.000",,,,,,G5_NQ
3525341,Bo nuong chay kg-PGP,72,CBNC,"244,200.000",,,,,,G5_NQ
3526680,Banh mi hoa cuc 125g,348,CBNC,"17,000.000",,G1,G2,G3,G4,G5_NQ
3526681,Banh gio nhan thit 150g-TP,352,CBNC,"7,848.000",,G1,G2,G3,G4,G5_NQ
3527557,Banh flan tran chau 150g-HTH,172,CBNC,"12,000.000",,,,,,G5_NQ
3527558,R.cau flan PM ca phe 300g-HTH,167,CBNC,"28,000.000",,,G2,G3,G4,G5_NQ
3527559,Hop qua tet banh dinhduong-PGP,73,CBNC,"235,000.000",,,,,,G5_NQ
3528816,Siro Thach An 200ml,306,CBNC,"9,300.000",,G1,G2,G3,G4,G5_NQ
3531079,Ho lo xien cay 60g-PGP,74,CBNC,"21,150.000",,,,,,G5_NQ
3531080,Banh quay bo cay 90g-PGP,75,CBNC,"23,500.000",,,,,,G5_NQ
3531081,Banh ca hanh gion 135g-PGP,76,CBNC,"23,500.000",,,,,,G5_NQ
3531082,Banh dui ga chanh sa 135g-PGP,77,CBNC,"23,500.000",,,,,,G5_NQ
3531084,Banh gio nhan ga 150g-TP,353,CBNC,"9,592.000",,G1,G2,G3,G4,G5_NQ
3533143,Thao moc say NGOC THANH 70g,141,CBNC,"37,000.000",,,,,,G5_NQ
3533144,Nem nuong 300g-TNP,247,CBNC,"88,000.000",,,,,,G5_NQ
3533145,Doi sa 300g-TNP,248,CBNC,"71,500.000",,,,,,G5_NQ
3533146,Thom deo quan 80g-PGP,78,CBNC,"33,000.000",,,,,,G5_NQ
3533147,Cu sen nhan thom deo 80g-PGP,79,CBNC,"45,000.000",,,,,,G5_NQ
3535590,BanhSALAnhan thnuong phomai70g,198,CBNC,"7,500.000",,,,,,G5_NQ
3535591,Banh SALA nhan trung man 70g,199,CBNC,"7,500.000",,,,,,G5_NQ
3535592,Banh GOCHIZ cake bo phomai140g,200,CBNC,"21,296.000",,,,G3,G4,G5_NQ
3535961,Banh tet QUANG HUY 300g,225,CBNC,"28,000.000",,,,,,G5_NQ
3535962,Banh tet thap cam 500g-QH,226,CBNC,"50,000.000",,,,,,G5_NQ
3540008,Thit kho tieu chay 200g-PGP,80,CBNC,"44,500.000",,,,,,G5_NQ
3540976,B.pia com dua sua MN 380g,354,CBNC,"82,800.000",,,G2,G3,G4,G5_NQ
3540977,B.pia gao hrong y.m srieng360g,355,CBNC,"92,000.000",,,G2,G3,G4,G5_NQ
3540978,B.pia T1 dx srieng2trungMN550g,356,CBNC,"108,000.000",,,,,,G5_NQ
3541301,Banh trang muoi tom kho 60g-NT,143,CBNC,"12,000.000",,,,,,G5_NQ
3544415,Ca nuc hap TCFood 250g,416,CBNC,"25,650.000",,G1,G2,G3,G4,G5_NQ
3545107,Long chay kho 150g-PGP,81,CBNC,"37,800.000",,,,,,G5_NQ
3545108,Xiu mai chay 200g-PGP,82,CBNC,"42,000.000",,,,,,G5_NQ
3545109,Moc nam chay 300g-PGP,83,CBNC,"44,000.000",,,,,,G5_NQ
3545597,Thach den tranchau280g-CaoBang,307,CBNC,"15,300.000",,G1,G2,G3,G4,G5_NQ
3545951,Bi heo thit 6S 180g,341,CBNC,"39,000.000",,,,,G4,G5_NQ
3546242,Banh pia kim sa s.tuoi 100g,364,CBNC,"13,050.000",,,G2,G3,G4,G5_NQ
3546243,Banhpia Chbong Trmuoi pmai 90g,365,CBNC,"13,050.000",,,G2,G3,G4,G5_NQ
3546244,Banh pia com dua sua 90g,366,CBNC,"14,500.000",,G1,G2,G3,G4,G5_NQ
3546245,Banh pia glut hrong Well. 240g,367,CBNC,"32,000.000",,,,,,G5_NQ
3546769,Bap rang bo vi phomai 40g-NT,144,CBNC,"12,500.000",,G1,G2,G3,G4,G5_NQ
3548507,Thit ga kho gung 300g-6S,337,CBNC,"34,000.000",,,,,G4,G5_NQ
3548508,Thit ga xao sa ot 300g-6S,338,CBNC,"34,000.000",,,,,G4,G5_NQ
3548509,Kho qua don thit 400g-6S,339,CBNC,"42,000.000",,,,,G4,G5_NQ
3548510,Dau hu don thit 400g-6S,340,CBNC,"42,000.000",,,,,G4,G5_NQ
3548511,Hu tieu kho 300g-SAU THANH,8,CBNC,"18,700.000",,G1,G2,G3,G4,G5_NQ
3551308,BanhKaro tr.tuoi chbong10x26g,333,CBNC,"38,800.000",,G1,G2,G3,G4,G5_NQ
3551309,B.gio KITKOOL thcam tr.cut150g,378,CBNC,"7,200.000",,,,,,G5_NQ
3551310,B.gioKITKOOL tomthit trcut150g,379,CBNC,"8,500.000",,,,,,G5_NQ
3552251,Banh thuyen hat dduong100g-PGP,84,CBNC,"57,000.000",,,,,,G5_NQ
3552252,Cui buoi nau che 80g-PGP,85,CBNC,"26,500.000",,,,,,G5_NQ
3552254,Heo vien 300g-TNP,243,CBNC,"50,000.000",,,,,,G5_NQ
3553587,Bun bo hue 500g-SAU THANH,3,CBNC,"8,200.000",,,,,,G5_NQ
3553588,Banh canh 500g-SAU THANH,4,CBNC,"8,200.000",,,,,,G5_NQ
3553738,Bap rang bo vi gung 40g-NT,145,CBNC,"12,500.000",,,,,,G5_NQ
3554872,Changa r.xuong uop sate250g-6S,342,CBNC,"39,000.000",,,,,,G5_NQ
3555413,Banh chung la dua 1kg-TNP,245,CBNC,"110,000.000",,,,,,G5_NQ
3556065,Com chay hatsen ttrung200g-SGC,393,CBNC,"18,000.000",,,G2,G3,G4,G5_NQ
3556066,Cha gio thu chay 250g-SGC,395,CBNC,"33,000.000",,,,G3,G4,G5_NQ
3556067,Banh hanh phuc AnNhien120g-PGP,86,CBNC,"58,000.000",,,,,,G5_NQ
3556068,Kho chay la chanh 100g-PGP,87,CBNC,"37,000.000",,,,,,G5_NQ
3556069,Che troi nuoc ngonngon250g-LHP,390,CBNC,"11,000.000",,,,,,G5_NQ
3557668,Banh dongtien hat dieu100g-PGP,88,CBNC,"34,000.000",,,,,,G5_NQ
3557669,Cha nam chay 250g-PGP,89,CBNC,"31,500.000",,,,G3,G4,G5_NQ
3557671,Daheosay cuhanh toigion100g-DD,303,CBNC,"52,000.000",,,,,,G5_NQ
3557672,Banh gao tokbokki 500g-ST,9,CBNC,"21,900.000",,,G2,G3,G4,G5_NQ
3558655,Vit nau chao 300g-6S,343,CBNC,"43,636.000",,,,,G4,G5_NQ
3558656,Thit kho trung cut 300g-6S,344,CBNC,"40,909.000",,,,,G4,G5_NQ
3558657,Nam heo nuong chao 300g-6S,345,CBNC,"68,182.000",,,,,G4,G5_NQ
3558658,Nam heo nuong sate 300g-6S,346,CBNC,"68,182.000",,,,,G4,G5_NQ
3559763,Bap rang bo vi toi ot 65g-NT,146,CBNC,"14,000.000",,,G2,G3,G4,G5_NQ
3559764,Bap rang bo vi ca cao 65g-NT,147,CBNC,"14,000.000",,G1,G2,G3,G4,G5_NQ
3560311,Banh gio chay 150g-SGC,394,CBNC,"8,000.000",,G1,G2,G3,G4,G5_NQ
3560316,Cocktail trcay thapcam250g-LHP,392,CBNC,"13,000.000",,,,,,G5_NQ
3560883,Banh trang thap cam 40g-NT,151,CBNC,"12,000.000",,,,,,G5_NQ
3562559,Com chay cha bong chay 50g-TNP,250,CBNC,"20,000.000",,,,,,G5_NQ
3562560,Comchay chabong trmuoi 50g-TNP,251,CBNC,"21,000.000",,,,,,G5_NQ
3562561,Com chay kho ga phomai 50g-TNP,252,CBNC,"21,000.000",,,,,,G5_NQ
3562562,Com chay chabong rbien 50g-TNP,253,CBNC,"21,000.000",,,,,,G5_NQ
3562563,Com chay chabong gaolut50g-TNP,254,CBNC,"25,000.000",,,,,,G5_NQ
3562564,Com chay cha bong heo 50g-TNP,255,CBNC,"19,000.000",,,,,,G5_NQ
3562565,Com chay mam ruoc 50g-TNP,256,CBNC,"21,000.000",,,,,,G5_NQ
3562566,BanhKaro trungtuoi chbong3x26g,334,CBNC,"15,000.000",,,,,,G5_NQ
3563155,Banh com dua dac biet 180g-BM,203,CBNC,"22,273.000",,,G2,G3,G4,G5_NQ
3563156,Sandochi banhminnhancam200g-BM,190,CBNC,"41,818.000",,,,G3,G4,G5_NQ
3563157,Sandochi banhmins.rieng200g-BM,191,CBNC,"41,818.000",,G1,G2,G3,G4,G5_NQ
3563579,Sam la han hoa cuc 330ml-MKX,325,CBNC,"11,000.000",,,G2,G3,G4,G5_NQ
3563580,Bmi hoacuc ngan lop Fe'sta120g,335,CBNC,"15,120.000",,G1,G2,G3,G4,G5_NQ
3564111,Trung ga luoc thtrung 500g-VTD,275,CBNC,"33,500.000",,,,G3,G4,G5_NQ
3564112,Trung vit luoc thtrung550g-VTD,276,CBNC,"38,500.000",,,,G3,G4,G5_NQ
3564113,Trung cut luoc V.Food 400g-VTD,277,CBNC,"47,000.000",,,,G3,G4,G5_NQ
3564115,B.pia M+ dxanh saurieng MN360g,362,CBNC,"55,000.000",,,G2,G3,G4,G5_NQ
3564116,Banh pia kim sa s.tuoi MN380g,363,CBNC,"77,000.000",,,,,,G5_NQ
3564954,Chaca bientuoi ngchat 200g-VFF,400,CBNC,"23,320.000",,,,,,G5_NQ
3564955,Chaca bien tuoi ngchat 1kg-VFF,401,CBNC,"116,600.000",,,,,,G5_NQ
3565186,B.trang phoisuong trthong 130g,405,CBNC,"20,600.000",,G1,G2,G3,G4,G5_NQ
3565187,B.trang tron phoisuong 130g-MM,406,CBNC,"16,100.000",,G1,G2,G3,G4,G5_NQ
3565188,Banh trang cha gio 130g-MM,407,CBNC,"16,100.000",,G1,G2,G3,G4,G5_NQ
3567253,Sua dau nanh Thai Son330ml-MKX,326,CBNC,"9,000.000",,,G2,G3,G4,G5_NQ
3567376,Banh lava trung muoi 143g,90,CBNC,"33,000.000",,,,,,G5_NQ
3567377,Banh lava ovaltine 143g,91,CBNC,"33,000.000",,,,,,G5_NQ
3567653,Ca bac ma hap TC 250g,417,CBNC,"34,200.000",,G1,G2,G3,G4,G5_NQ
3567654,Ca saba hap TC 250g,418,CBNC,"29,700.000",,G1,G2,G3,G4,G5_NQ
3567790,Thit ga xienque tamuop400g-CPV,411,CBNC,"35,200.000",,,,G3,G4,G5_NQ
3568745,Cha cathu chien ngchat200g-VFF,402,CBNC,"38,160.000",,,,,,G5_NQ
3568746,Chacabien chien ngchat200g-VFF,403,CBNC,"27,500.000",,,,,,G5_NQ
3568747,Nem nuong mat ong  200g-VFF,404,CBNC,"29,680.000",,,,,,G5_NQ
3570193,Soi banh canh xat 500g-BK,40,CBNC,"9,900.000",,G1,G2,G3,G4,G5_NQ
3570194,Banh hoi 300g-BK,41,CBNC,"8,600.000",,,G2,G3,G4,G5_NQ
3570361,Banh lava trung muoi 71g,92,CBNC,"20,000.000",,,,G3,G4,G5_NQ
3570362,Banh lava ovaltine 71g,93,CBNC,"20,000.000",,,,G3,G4,G5_NQ
3570363,Lap xuong ho lo 250g-TNP,258,CBNC,"51,500.000",,,,,,G5_NQ
3570364,Banh canh bot xat 500-SAUTHANH,10,CBNC,"9,900.000",,,,,,G5_NQ
3570365,Banh pho 500g-SAUTHANH,11,CBNC,"8,200.000",,,,G3,G4,G5_NQ
3571202,Xoi cuon pho mai 500g-T.Gia,212,CBNC,"67,500.000",,,,,,G5_NQ
3571203,Xoi cuon xuc xich 500g-T.Gia,213,CBNC,"57,500.000",,,,,,G5_NQ
3571204,Banh tet chuoi Tran Gia 600g,214,CBNC,"39,500.000",,,,,,G5_NQ
3572545,Da heo gion vi mam toi 40g-HPK,414,CBNC,"14,500.000",,,,,,G5_NQ
3572546,Da heo gion vi bo toi 40g-HPK,415,CBNC,"14,500.000",,,,,,G5_NQ
3572643,Hat sen hap vi tunhien150g-SGC,396,CBNC,"39,000.000",,,,G3,G4,G5_NQ
3572644,Hat sen hap vi thaoqua150g-SGC,397,CBNC,"39,000.000",,,,G3,G4,G5_NQ
3572645,B.karotrungtuoi chbongdua6x26g,336,CBNC,"30,000.000",,G1,G2,G3,G4,G5_NQ
3573561,Chedua dam laduakingpak260g-CB,308,CBNC,"15,000.000",,G1,G2,G3,G4,G5_NQ
3573566,B.pia M+ yenmach comduaMN340g,368,CBNC,"55,000.000",,,,,,G5_NQ
3573567,B.pia khmon saurieng D2 MN360g,369,CBNC,"66,000.000",,,,,,G5_NQ
3573568,Banh phong tom 50g-FOCO,419,CBNC,"18,000.000",,,,G3,G4,G5_NQ
3574377,Banh trang tron sate tom40g-MM,408,CBNC,"8,900.000",,G1,G2,G3,G4,G5_NQ
3574378,Banh trang muoi toi xike45g-MM,409,CBNC,"7,800.000",,G1,G2,G3,G4,G5_NQ
3574379,Banh trang tron cham 40g-MM,410,CBNC,"8,900.000",,G1,G2,G3,G4,G5_NQ
3575165,Chuoi say me gung 500g-PGP,100,CBNC,"65,000.000",,,G2,G3,G4,G5_NQ
3575673,Sua chua vi nguyenban 110ml-TL,421,CBNC,"8,075.000",,,G2,G3,G4,G5_NQ
3575674,Sua chua vi dau 110ml-TL,422,CBNC,"10,030.000",,,G2,G3,G4,G5_NQ
3575675,Sua chua vi chanh day 110ml-TL,423,CBNC,"10,030.000",,,G2,G3,G4,G5_NQ
3575676,Suachua caramel trchau110ml-TL,424,CBNC,"10,030.000",,,,,,G5_NQ
3575677,Sua chua vi viet quat 110ml-TL,425,CBNC,"10,030.000",,,G2,G3,G4,G5_NQ
3575774,Chan ga rutxuong satac 250g-NT,426,CBNC,"35,500.000",,,G2,G3,G4,G5_NQ
3575775,Chan ga rutxuong satac 450g-NT,427,CBNC,"49,500.000",,,,G3,G4,G5_NQ
3575776,Changa rxuong xthai caynhe250g,428,CBNC,"36,500.000",,,G2,G3,G4,G5_NQ
3575777,Changa rxuong xthaicaynong250g,429,CBNC,"36,500.000",,,G2,G3,G4,G5_NQ
3575778,Changa rxuong xthaicaynong450g,430,CBNC,"51,500.000",,,,G3,G4,G5_NQ
3576369,Gio song ga 200g-CPV,412,CBNC,"16,500.000",,,,G3,G4,G5_NQ
